Time [s],Main Spindle Power [W],Hydraulic Cooling Unit [W],Electrical Cabinet Cooler Left [W],Electrical Cabinet Cooler Right [W],Mist Extractor [W],Auxiliary System (BFA) [W],Handling Robot [W]
0.0,3725.0188687990126,2654.054939048163,83.03485041147559,78.3159165252849,-0.15060439653337254,0.045750513726027134,212.98553034427047
0.1,3722.661447254747,2650.9856384784525,83.28168748813361,78.47650282946292,0.05422144705157003,-0.7573889051040625,216.0281886503001
0.2,3721.079697524097,2650.952889668325,82.36487296667548,78.44999620303639,0.7640409168336166,-0.10827928990515122,210.30259054672257
0.3,3722.7879645059343,2652.3030897356866,83.83171773660504,79.00977765786635,0.39606673930733266,-0.7466141799702126,214.58257186935472
0.4,3721.345927521183,2652.240341457218,81.53644294165473,78.89315355771014,-0.8757095964091364,-0.27297050229253356,215.1718178832171
0.5,3719.831782770249,2648.269239161231,82.04945394142085,78.96599064314027,-0.479593057013707,0.2914045671536536,214.61024728629766
0.6,3720.0053750232446,2649.4113150430126,81.18427764891443,77.44720401475219,0.387458921343027,-0.6507052193271747,214.8922028650031
0.7,3719.3074106929125,2649.9351540225066,82.63684608124711,78.49821239542977,-0.13160923086688506,-0.4805721988432948,215.11506998451554
0.8,3720.5585419682448,2651.3826920747847,82.04976904233713,79.13553695765897,0.3825143390601102,-0.457845016839522,218.1937519045799
0.9,3720.4224325742352,2650.204037737998,83.96434544107352,79.49668872016598,-0.17768778405117705,-0.23961505969868765,215.44953060521362
1.0,3719.6096279431463,2655.0532853923937,83.15151215475763,79.65295592941825,1.5204300899128331,0.11314031387633831,212.59589243763406
1.1,3721.7462483863414,2658.0569263633615,82.96020032157658,78.95313925425565,-0.7433351896490725,-0.10760508023040324,216.12334696179573
1.2,3722.6639622968664,2656.3235430712084,83.84117535234266,79.37584647528737,-0.40908427271850656,-0.21765527898227388,214.543094405659
1.3,3724.3262727565057,2658.1777567442336,83.87862643592564,78.36315150687476,0.23607375248308732,0.28010016068073246,215.15433647380786
1.4,3724.976516330485,2660.801431311295,83.55123089725255,77.97916221727279,0.1088339407773457,0.3760911111240057,215.05813976242487
1.5,3728.6992968185486,2660.67123199709,82.42090575595874,78.96213176079952,0.09442570925854794,-0.7204271862854211,213.5276045545557
1.6,3734.6488303705028,2660.072241970297,83.0958217364062,78.94209383732807,0.6159730132695364,0.01794247475692507,215.62999092068281
1.7,3731.4354951959967,2658.5771956102894,83.57902601405702,78.70093006951562,-0.9830952070318633,0.533230687518427,211.4642079266678
1.8,3734.3392817912622,2658.7659368837185,82.817128802296,78.3243695494012,0.8359551990710684,-0.9838208429688458,216.63071485180024
1.9,3736.2189916687066,2655.981789110864,82.5400416348288,78.61535460110507,-0.06470832208464425,-0.17607324913317965,215.8836659151466
2.0,3736.096558708534,2651.340895093804,84.19058326904285,77.75261233507123,-0.07531171247685745,0.6868301254631224,214.67967017095353
2.1,3730.9543482668423,2649.6809182127477,84.64883758097446,78.02242355682415,-0.5762765277717051,0.3108264321926421,214.26728909481315
2.2,3731.182720678402,2644.4316842492544,83.36246801147782,78.07997815782264,-0.18807902404889132,0.5065519284600654,215.74078103405688
2.3,3729.8854936845655,2640.0442725907624,81.95403318232678,79.47898315340231,-0.21890195576572738,-0.37360253578598857,216.26512148922455
2.4,3724.053077484074,2634.131419680566,84.19629955907939,78.60161665332234,-0.1576164596293013,0.017064330111493057,215.58787738224117
2.5,3724.3477120690527,2630.1664917159014,82.1247032830964,79.4094231989105,-0.2331027928605705,-0.8044823714602101,214.8830939217249
5.2,3719.947420185316,2626.3141029511476,82.42705659077836,79.98665257436792,-0.3081786533872837,-0.2956966254794693,216.41332997296303
5.4,3714.3934587443737,2623.738677250212,82.70035351750256,78.90579814239301,0.04939901349408015,0.6125700914356546,211.61022392718172
5.6,3711.8101690923622,2619.5235296162164,82.5667739806789,79.83729357662732,0.14984487321707393,-0.6856351447788369,218.44923715340727
5.8,3711.546841657215,2616.79806751539,82.2371148019818,78.45248937815725,-0.19849293314811184,0.37313685877391994,214.8659279709391
6.0,3709.3897255917677,2617.9118972866468,81.81802299248395,78.19173339871432,0.45132789800316686,0.24073892185340778,213.97730439494043
6.2,3709.081339003411,2619.0424056823545,83.52171902630725,78.70676634090017,-0.6607845637935023,0.4346118127572646,215.2001687927699
6.4,3709.9238497118654,2618.4596236238,83.06970444539746,78.84997157389752,-0.03358637770465405,0.6938180429609608,214.21967490704384
6.6,3707.712092452216,2619.8973105686355,82.35728108853378,79.48542075958905,0.19409503972387182,-0.19004723140554516,211.86109628983175
6.8,3707.8599467127265,2620.9730916768635,84.08312788292835,77.79023850092513,0.38886342748700375,-0.15280716937398625,215.00779025123504
7.0,3709.574884845606,2619.81259326539,82.43493287041406,77.8561903842987,0.15585417817050057,-0.701482914381384,213.97586079430013
7.2,3711.0804305434517,2621.087429708938,81.87755491052275,77.6836979894582,0.10809128997184428,-0.40285904771554304,216.29804209029714
7.4,3707.3806323318126,2621.97873781625,84.04149775256836,77.65171366760603,0.7409841514135074,1.513738472571809,215.84623197159144
7.6,3706.5595522719595,2620.3686238088985,81.66903064045864,78.88066111706479,-1.546375885936387,-0.3185838692931302,215.92614859865668
7.8,3707.477333068777,2624.8714070472274,83.1496378457019,79.56334517441361,0.22482533385896886,0.3559664891616041,216.29531072180774
8.0,3708.6888526034586,2624.0699569891917,82.15277923464605,78.90769508297863,0.04238553039879679,0.08470065157286066,211.31491497883303
8.2,3705.557773063415,2625.984918340992,83.04236131168187,78.60296575015143,0.2800640027644463,-0.13519865188442098,217.4239119082421
8.4,3708.410436553915,2629.385237645985,82.55734048148688,78.01179121953507,-0.2684133442812453,0.2549650181076459,214.7893516492703
8.6,3709.876971425641,2634.6024779873214,81.80396984101225,77.95137345994748,-0.32568422680841935,-0.36131687260183626,213.54249337067506
8.8,3710.644343606794,2638.9634801338825,82.28225431187808,78.35574270110547,0.45619865339939425,-0.9596352263766846,212.16088101778917
9.0,3710.04793908894,2642.9821254588696,83.25173347161777,79.5301687443616,-0.5460788087860385,0.5870251245756606,214.75196261841188
9.2,3714.0480739552413,2646.869023291983,81.70180181618761,77.74705518472531,0.32010233201702903,-0.3802559308621443,211.61887981097235
9.4,3720.5875764004454,2652.1189874716583,82.28368288371823,77.39843866797226,0.09290533536751118,0.0004437254251088282,211.72642714821387
9.6,3723.0325598626464,2652.6426103322287,83.20654868953929,77.90962412557421,0.004510204227647331,-0.34299045361214026,211.3962742234756
9.8,3723.6179429096414,2654.9495697431316,83.58444038957542,78.18664135045962,-0.32357079997728344,-1.4685584125687206,216.69686664079464
10.0,3726.0011193885825,2654.4946230018704,82.01433836836705,77.4338994405803,-0.00579331692138583,0.416985430275458,210.01599780173714
10.2,3726.529926873533,2655.7335761062704,82.377681150251,78.4931430727026,-0.28461629199994126,-0.8635892838187411,217.2471397019639
10.4,3725.577645530788,2653.1950611177494,82.45378324469489,79.0228163991064,0.6136873988501516,-0.21230574191544255,213.83067814534897
10.6,3723.3332349461803,2651.258237848723,81.76220372234287,79.87890034635143,0.7260242890869001,0.09562221175808308,216.97955959515863
10.8,3723.3150042878506,2647.985786566836,82.03357003397893,78.84722509674432,-0.6002254109799566,-0.26519164588122845,216.26259871098281
11.0,3721.4184789070036,2648.846411586555,82.81700504759422,79.15811749270034,-0.5781903672959662,0.609364302014372,217.3335502836711
11.2,3716.9513810697126,2646.018807111506,82.69178670263179,79.3750010943774,0.5448091044390936,-0.09670584329930496,218.2377337803534
11.4,3714.790811395766,2646.347919211092,82.22599114962121,77.8597674058091,0.25316306515536297,0.1914927246085247,216.65639907210743
11.6,3715.246209361359,2648.4330294190345,82.29518406824887,78.4046596642423,-0.909115572308696,0.39681656206599675,217.2585606864003
11.8,3714.204938690978,2648.9110327165968,82.178850815079,77.09411507780797,0.025758555965838266,-0.5912646368868721,216.54569425677406
12.0,3715.9095053386677,2649.4112143285142,82.58488800090514,77.56033302782416,0.08406647565789602,-0.10373414439677428,216.60601272718264
12.2,3718.0009556757072,2651.2241534613318,82.61411167886547,78.00745227138233,-0.7134485121842172,0.8270106977845714,217.26495529618708
12.4,3719.778342161453,2651.622628285563,83.57578940660817,78.56189486362008,0.6027585616873865,0.07733766754724195,215.7340300476854
12.6,3721.6013788106857,2656.200707660244,82.43966844637265,77.93029936490461,0.5027423388792857,0.10110399468151338,212.26472002145553
12.8,3720.534210007368,2657.1636649893294,81.06484614547719,79.11311812317406,1.0434558844997048,-0.2578006240023946,212.78159435205052
13.0,3727.452088275241,2656.922168041083,83.14704862243153,76.653844589842,-0.4440823651090572,-0.7568388698918738,216.53759646537088
13.2,3730.6968901322402,2655.8461550765173,81.7403297869405,79.22114226669225,0.5306384314913172,0.2646475121174116,217.0111344833352
13.4,3731.600727147652,2654.70937891749,82.13875750301602,79.2254084639356,-0.1542980614270659,1.1061477478676907,215.83458502471348
13.6,3730.4783395759855,2652.4240114982285,83.33984588996641,78.62293089450623,-0.15154163147800828,0.15791064196661267,216.66086271315942
